t p_lowerLD p_upperLD p_lowerST p_upperST t_lowerLD t_upperLD t_lowerST t_upperST p_LDqubit_STduration_lower p_LDqubit_STduration_upper p_210_STduration_lower p_210_STduration_upper p_2100_STduration_lower p_2100_STduration_upper p_measST
0.000000012022644 0.164506395298539 0.455665545421677 0.005753499790529 0.005892795682498 0.000011481718293 0.000025521358661 0.000000916445343 0.000001624045289 0.000951329724614 0.002981464376503 0.000009522268350 0.000029902995795 0.000000095223581 0.000000299038811 0.052896713094997
0.000000012133889 0.164549475391980 0.455866899949738 0.005752113012867 0.005891262518721 0.000011481781514 0.000025528033310 0.000000916415307 0.000001624267777 0.000951267427773 0.002982278890834 0.000009521644206 0.000029911189315 0.000000095217340 0.000000299120751 0.052876316758165
0.000000012246162 0.164592943852924 0.456070046824926 0.005750713731369 0.005889715697053 0.000011481844539 0.000025534769720 0.000000916384960 0.000001624492324 0.000951204486334 0.002983101053551 0.000009521013604 0.000029919459787 0.000000095211034 0.000000299203460 0.052855738022126
0.000000012359474 0.164636804095329 0.456275001232438 0.005749301836468 0.005888155100665 0.000011481907356 0.000025541568460 0.000000916354298 0.000001624718949 0.000951140893117 0.002983930937501 0.000009520376472 0.000029927807943 0.000000095204662 0.000000299286947 0.052834975315537
0.000000012473835 0.164681059561694 0.456481778469779 0.005747877217700 0.005886580611822 0.000011481969950 0.000025548430109 0.000000916323317 0.000001624947670 0.000951076640854 0.002984768616244 0.000009519732737 0.000029936234525 0.000000095198225 0.000000299371218 0.052814027054644
0.000000012589254 0.164725713723275 0.456690393947223 0.005746439763696 0.005884992111871 0.000011482032307 0.000025555355247 0.000000916292013 0.000001625178508 0.000951011722191 0.002985614164059 0.000009519082325 0.000029944740279 0.000000095191720 0.000000299456280 0.052792891643208
0.000000012705741 0.164770770080305 0.456900863188258 0.005744989362173 0.005883389481238 0.000011482094415 0.000025562344463 0.000000916260384 0.000001625411482 0.000950946129681 0.002986467655954 0.000009518425163 0.000029953325961 0.000000095185149 0.000000299542142 0.052771567472424
0.000000012823306 0.164816232162207 0.457113201830037 0.005743525899935 0.005881772599421 0.000011482156258 0.000025569398350 0.000000916228424 0.000001625646612 0.000950879855788 0.002987329167671 0.000009517761174 0.000029961992334 0.000000095178509 0.000000299628811 0.052750052920851
0.000000012941958 0.164862103527818 0.457327425623806 0.005742049262858 0.005880141344988 0.000011482217821 0.000025576517505 0.000000916196132 0.000001625883917 0.000950812892882 0.002988198775695 0.000009517090282 0.000029970740166 0.000000095171799 0.000000299716295 0.052728346354330
0.000000013061709 0.164908387765601 0.457543550435332 0.005740559335890 0.005878495595561 0.000011482279091 0.000025583702533 0.000000916163502 0.000001626123418 0.000950745233241 0.002989076557259 0.000009516412409 0.000029979570235 0.000000095165021 0.000000299804601 0.052706446125913
0.000000013182567 0.164955088493877 0.457761592245327 0.005739056003045 0.005876835227831 0.000011482340051 0.000025590954043 0.000000916130531 0.000001626365135 0.000950676869048 0.002989962590355 0.000009515727478 0.000029988483326 0.000000095158171 0.000000299893737 0.052684350575782
0.000000013304544 0.165002209361038 0.457981567149844 0.005737539147390 0.005875160117531 0.000011482400687 0.000025598272651 0.000000916097216 0.000001626609088 0.000950607792389 0.002990856953742 0.000009515035409 0.000029997480232 0.000000095151250 0.000000299983711 0.052662058031178
0.000000013427650 0.165049754045778 0.458203491360681 0.005736008651047 0.005873470139442 0.000011482460983 0.000025605658977 0.000000916063551 0.000001626855299 0.000950537995254 0.002991759726951 0.000009514336121 0.000030006561754 0.000000095144257 0.000000300074532 0.052639566806318
0.000000013551894 0.165097726257315 0.458427381205766 0.005734464395181 0.005871765167389 0.000011482520922 0.000025613113647 0.000000916029534 0.000001627103788 0.000950467469534 0.002992670990295 0.000009513629534 0.000030015728699 0.000000095137191 0.000000300166207 0.052616875202327
0.000000013677288 0.165146129735618 0.458653253129534 0.005732906259999 0.005870045074225 0.000011482580490 0.000025620637295 0.000000915995161 0.000001627354577 0.000950396207018 0.002993590824875 0.000009512915565 0.000030024981885 0.000000095130052 0.000000300258744 0.052593981507156
0.000000013803843 0.165194968251634 0.458881123693291 0.005731334124736 0.005868309731841 0.000011482639668 0.000025628230559 0.000000915960427 0.000001627607685 0.000950324199397 0.002994519312591 0.000009512194132 0.000030034322135 0.000000095122837 0.000000300352152 0.052570883995510
0.000000013931568 0.165244245607521 0.459111009575571 0.005729747867657 0.005866559011147 0.000011482698441 0.000025635894082 0.000000915925327 0.000001627863136 0.000950251438259 0.002995456536150 0.000009511465148 0.000030043750282 0.000000095115547 0.000000300446439 0.052547580928769
